text,summary,title,dataset_type,model_summary,rouge-1.r,rouge-1.p,rouge-1.f,rouge-2.r,rouge-2.p,rouge-2.f,rouge-l.r,rouge-l.p,rouge-l.f
section title of the sc code is amended by adding chapter parental bill of rights section the general assembly finds that parents have fundamental right to direct the upbringing education and care of their children important information relating to child should not be withheld either inadvertently or purposefully from his or her parent including information relating to the childs health wellbeing and education while the child is in the custody of the school district and it is necessary to establish consistent mechanism for parents to be notified of information relating to the health and wellbeing of their children section for purposes of this chapter child means person under the age of eighteen healthcare provider means physician advanced practice registered nurse or physician assistant licensed to practice in this state pursuant to articles and chapter title and article chapter title respectively instructional materials means any textbooks or other instructional material adopted by the lc vr do cx state board of education or local school district or school and may include other materials used in the classroom including workbooks and worksheets handouts software applications and any digital media made available to students parent means biological parent adoptive parent legal guardian or other person with legal custody of child section the state political subdivisions of the state public school districts other governmental entities and other institutions shall not infringe on the fundamental rights of parent to direct the upbringing education healthcare and mental healthcare of his or her child without demonstrating that the action is reasonable and necessary to achieve compelling state interest as applied to the parent and child narrowly tailored to achieve the compelling state interest and not otherwise served by less restrictive means section all parental rights are reserved to the parent of child in this state without obstruction or interference from the state political subdivisions of the state public school districts other governmental entities or other institutions including the right to direct the education and care of his or her child the right to direct the upbringing and the moral or religious training of his or her child the right to apply to enroll his or her child in public school or as an alternative to public education private school including religious school home education program or other available options as authorized by law the right to access and review all school records relating to his or her child the right to make physical and mental healthcare decisions for his or her child unless otherwise prohibited by court order the right to access and review all medical records of his or her child unless prohibited by court order or if the parent is the subject of an investigation of crime committed against the child and law enforcement agency or official requests that the information not be released the right to consent in writing before biometrics can of his or her child is made shared or stored the right to consent in writing before any record of his or her childs blood or deoxyribonucleic acid dna is created stored or shared except as authorized pursuant to court order the right to consent in writing before the state political subdivision of the state or public school district or public school makes video or voice recording of his or her child unless the recording is made during or as part of court proceeding or is made as part of forensic interview in criminal or department of social services investigation or is to be used solely for security or surveillance of buildings or ground sorb photo identification card and the right to be notified promptly if an employee of the state political subdivision of the lc vr do cx state public school district or public school another governmental entity or another institution suspects that abuse neglect or criminal offense has been committed against his or her child unless the incident has first been,"THIS BILL PROVIDES THAT PARENTS HAVE FUNDAMENTAL RIGHTS REGARDING THE UPBRINGING, EDUCATION, AND CARE OF THEIR CHILDREN AND LIMITS THE ABILITY OF THE GOVERNMENT TO INFRINGE ON PARENTAL RIGHTS. THE BILL IDENTIFIES CERTAIN FUNDAMENTAL RIGHTS OF PARENTS AND REQUIRES THAT SCHOOL DISTRICTS CREATE PARENTAL INVOLVEMENT POLICIES. THE BILL PROHIBITS CARE PROVIDERS FROM SOLICITING OR PROVIDING HEALTH CARE SERVICES TO CHILDREN WITHOUT WRITTEN PARENTAL CONSENT. THE BILL ALSO PROVIDES THAT THE CHAPTER'S PROVISIONS SUPERSEDE STATE OF EMERGENCY DECLARATIONS AND CREATES A CAUSE OF ACTION FOR VIOLATIONS. THE BILL ALSO RAISES THE AGE TO 18 FOR WHICH A MINOR MAY CONSENT TO HEALTH SERVICES.",SC H3197,train,parents have fundamental right to direct the upbringing education and care of their children important information relating to child should not be withheld either inadvertently or purposefully from his or her parent . the child is in the custody of the school district and it is necessary to establish consistent mechanism for parents to be informed of information relating to the health and wellbeing of their children section . the state political subdivisions of the state public school districts other governmental entities or other institutions shall not infringe on the fundamental rights of parent to direct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
section new section of kr chapter is created to read as follows as used in this section external healthcare provider means provider of health or mental health services that is not employed by or contracted with the school district to provide services to the districts students health services has the same meaning as in kr mental health services means services provided by school based mental health services provider as defined in kr and parent means person who has legal custody or control of the student such as mother father or guardian upon students enrollment and at the beginning of each school year the district shall provide notification to the students parents listing each of the health services and mental health services available at the students school and of the parents right to withhold consent or decline any specific service parents consent to health service or mental health services hall not waive the parents right to access the students educational or health records held by the district or the notifications required under subsection of this section except as provided in subsection of this section as part of school districts effort to provide safe and supportive learning environment for students schools hall notify students parents if the school changes the health services or mental health services provided to the student or school personnel make referral for the student to receive schools health services or mental health services or referral to an external healthcare unofficial copy rs br page of xxxx pm jacketed provider school districts and district personnel shall respect the rights of parents to make decisions regarding the upbringing and control of the student through procedures encouraging students to discuss mental or physical health or life issues with their parents or through facilitating the discussion with their parents the kentucky board of education or the kentucky department of education shall not require or recommend that local school district keep any student information confidential from students parents district or schools hall not adopt policies or procedures with the intent of keeping any student information confidential from parents the kentucky board of education or the kentucky department of education shall not require or recommend policies or procedures for the use of pronouns that do not conform to students biological sex as indicated on the students original unedited birth certificate issued at the time of birth pursuant to kr g ca local school districts hall not require school personnel or students to use pronouns for students that do not conform to that particular students biological sex as referenced in paragraph of this subsection nothing in this subsections hall prohibit school district or district personnel from withholding information from parent if reasonably prudent person would believe based on previous conduct and history that the disclosure would result in the child becoming dependent child or an abused or neglected child as defined in kr the fact that district personnel withhold information from parent under this subsections hall not in itself constitute evidence of failure to report dependency neglect or abuse to the cabinet for health and family services under kr nothing in this sections hall prohibit school district or district personnel from unofficial copy rs br page of xxxx pm jacketed seeking emergency medical services for student as outlined in the districts policies section kr is amended to read as follows if school councilor if none exists the principal adopts curriculum for human sexuality or sexually transmitted diseases instructions hall include but not be limited to the following content abstinence from sexual activity is the desirable goal for all school age children abstinence from sexual activity is the only certain way to avoid unintended pregnancy sexually transmitted diseases and other associated health problems and the best way to avoid sexually transmitted diseases and other associated health problems is to establish permanent mutually faithful monogamous relationship any course curriculum or program offered by public school on the,"This bill requires specific parental notifications from public schools, requires school districts to adopt specific procedures related to parental rights, and limits authority of the Kentucky Board of Education and Kentucky Department of Education in relation to parental rights and a student's use of pronouns. The bill also prohibits district or school policies with the intent of keeping student information confidential for parents and prohibits a school district from requiring school personnel or pupils to use pronouns for students that do not conform to that student's biological sex. The bill provides school districts and district personnel authority to seek emergency medical services for a student and provides conditions for student confidentiality. The bill also establishes requirements for any public school's course, curriculum, or program on the subject of human sexuality.",KY SB150,test,kr is a new section of kr chapter that is created to read as follows . it is created to read as follows as used in this section external healthcare provider means provider of health or mental health services . the district provides notification to the students parents listing each of the health services and mental health services available at the students school . the district will not require or recommend policies or procedures for the use of pronouns that do not conform to students biological sex as indicated on the students original unedited birth certificate .,0.33783783783783783,0.44642857142857145,0.38461537971124266,0.07317073170731707,0.1111111111111111,0.08823528932958502,0.2972972972972973,0.39285714285714285,0.3384615335573965
section tennessee code annotated title is amended by adding the following as new chapter findings the legislature declares that it must take action to protect the health and welfare of minors the legislature determines that medical procedures that alter minors hormonal balance remove minors sex organs or otherwise change minors physical appearance are harmful to minor when these medical procedures are performed for the purpose of enabling minor to identify with or live as purported identity inconsistent with the minors sex or treating purported discomfort or distress from disc or dance between the minors sex and asserted identity these procedures can lead to the minor becoming irreversibly sterile having increased risk of disease and illness or suffering from adverse and sometimes fatal psychological consequences moreover the legislature finds it likely that not all harmful effects associated with these types of medical procedures when performed on minor are yet fully known as many of these procedures when performed on minor for such purposes are experimental in nature and not supported by high quality long term medical studies the legislature determines that there is evidence that medical procedures that alter minors hormonal balance remove minors sex organs or otherwise change minors physical appearance are not consistent with professional medical standards when the medical procedures are performed for the purpose of enabling minor to identify with or live as purported identity inconsistent with the minors sex or treating purported discomfort or distress from disc or dance between the minors sex and asserted identity because minors disc or dance can be resolved by less invasive approaches that are likely to result in better outcomes for the minor the legislature finds that medical procedures are being performed on and administered to minors in this state for such purposes notwithstanding the risks and harms to the minors the legislature finds that dr john money one of the earliest advocates for performing or administering such medical procedures on minors and founder of the johns hopkins gender identity clinic abused minors entrusted to his care resulting in the suicides of david and brian rei mer the legislature finds that such medical procedures are being performed on and administered to minors in this state with rapidly increasing frequency and that supposed guidelines advocating such treatment have changed substantially in recent years the legislature finds that minors lack the maturity to fully understand and appreciate the life altering consequences of such procedures and that many individuals have expressed regret for medical procedures that were performed on or administered to them for such purposes when they were minors the legislature finds that many of the same pharmaceutical companies that contributed to the opioid epidemic have sought to profit from the administration of drugs to or use of devices on minors for such purposes and have paid consulting fees to physicians who then advocate for administration of drugs or use of devices for such purposes the legislature finds that healthcare providers in this state have sought to perform such surgeries on minors because the surgeries make lot of money and are huge moneymakers not necessarily because the surgeries are in minors best interest the legislature finds that healthcare providers in this state have threatened employees for conscientiously objecting for religious moral or ethical reasons to performing or administering such medical procedures the legislature finds that healthcare providers in this state have posted pictures of naked minors online to advertise such surgeries the legislature finds that planned parenthood of tennessee and north mississippian organization responsible for killing tens of thousands of unborn children has become one of the largest administrators in this state of such medical procedures the legislature declares that the integrity and public respect of the medical profession are significantly harmed by healthcare providers performing or administering such medical procedures on minors this state has legitimate substantial and compelling interest in protecting minors from physical and emotional harm this state has,"This bill prohibits a healthcare provider from performing on a minor or administering to a minor a medical procedure if the performance or administration of the procedure is for the purpose of enabling a minor to identify with, or live as, a purported identity inconsistent with the minor’s sex.",TN SB1,test,legislature finds that medical procedures that alter minors hormonal balance remove minors sex organs or otherwise change minors physical appearance are harmful to minors . the legislature finds that medical procedures that alter minors hormonal balance remove minors sex organs or otherwise change minors physical appearance are harmful to minors . the legislature finds that minors lack the maturity to fully understand and appreciate the life altering consequences of such medical procedures .,0.17647058823529413,0.1875,0.18181817682277332,0.0,0.0,0.0,0.11764705882352941,0.125,0.12121211621671278
section title civil practice and remedies code is amended by adding chapter to be read as follows chapter liability for causing the sterilization castration or genital mutilation of minor sec liability provisions s biological sex as determined by the sex organs chromosomes and endogenous profiles of the child or affirming the childs perception of the childs sex if that perception is inconsistent with the childs biological sex change operation on minor or shall be strictly absolutely and jointly and severally liable in tort for any personal injuries resulting from the conduct described in this subsection person injured by the conduct described in subsection,"This bill provides for civil lawsuits against those providing, aiding, and/or abetting gender-affirming care for LGBTQ+ youth. Affects out-of-state cases.        ",TX HB1752,train,"section title civil practice and remedies code is amended by adding chapter to be read as follows chapter liability for causing the sterilization castration or genital mutilation of minor sec liability provisions s biological sex as determined by the sex organs chromosomes and endogenous profiles of the child . if that perception is inconsistent with the childs biological sex change operation on minor, the person injured by the conduct shall be strictly absolutely and jointly and severally liable in tort for any personal injury ",0.1,0.031746031746031744,0.04819276742633211,0.0,0.0,0.0,0.1,0.031746031746031744,0.04819276742633211
section this acts hall be known and maybe cited as the given name act section the legislature finds that the fourteenth amendment of the constitution of the united states of america protects the right of parents to direct the care upbringing education and welfare of their children the united states supreme court has held that the due process clause does not permit state to infringe on the fundamental right of parents to make child rearing decisions simply because state judge believes better decision could be made tro xe lv granville us at plurality op the united states supreme court has explained that the liberty specially protected by the due process clause of the fourteenth amendment of the constitution of the united states of america includes the right to direct the page of coding words in struck through type are deletions from existing law words underscored are additions hls rs original hb no education and upbringing of ones children washington vg lucks berg us in garc etti vce ballo us the united states supreme court has held that public employees do not retain first amendment protection for speech uttered in the context of their official duties as they are not speaking as public citizens individuals under the age of eighteen are minors and the courts have recognized their immaturity and the unique nature of the public school setting bit is the intent of the legislature that the public education system uphold the constitutional and long recognized rights of parents and that appropriate limitations be seton employee speech within the context of public education section rs and are hereby enacted to read as follows pronouns and names biological sex parental permission policies as used in this section the following terms have the following meanings employee means any individual working in any capacity at public school whether paid or as volunteer including but not limited to teachers and other school employees school bus operators extracurricular personnel and independent contractors parent means students parent or legal guardian sex means persons biological sex as listed on his original birth certificate student means public school student under the age of eighteen who has not been legally emancipated an employees hall use the name for student that is listed on the students birth certificate unless the students parent provides written permission to do otherwise ban employees hall use the pronouns for student that align with the students sex unless the students parent provides written permission to do otherwise page of coding words in struck through type are deletions from existing law words underscored are additions hls rs original hb no no employees hall be required to use pronouns for any person that differ from the pronouns that align with that persons sex if doing so is contrary to the employees religious or moral convictions nothing in this subsections hall be construed to prohibit employees from discussing matters of public concern outside the context of their official duties any individual aggrieved by violation of this subsection may seek relief each public school governing authority shall adopt policies for implementing the provisions of this section charter schools exemptions requirements notwithstanding any state law rule or regulation to the contrary and except as maybe otherwise specifically provided for in an approved charter charter school established and operated in accordance with the provisions of this chapter and its approved charter and the schools officers and employees shall be exempt from all statutory mandates or other statutory requirements that are applicable to public schools and to public school officers and employees except for the following laws otherwise applicable to public schools with the same grades names and pronouns rs digest the digest printed below was prepared by house legislative services it constitutes no part of the legislative instrument the keyword one liner abstract and digest do not constitute part of the law or proof or indic of legislative intent rs band original,"This bill requires public school employees to use certain names and pronouns for students unless parents provide written permission to do otherwise. The proposed law requires school employees to use the name for a student that is listed on the student's birth certificate unless the student's parent provides written permission to do otherwise and use the pronoun for a student that aligns with the student's sex unless the student's parent provides written permission to do otherwise. The proposed law provides that an employee shall not be required to use pronouns for any person that differ from the pronouns that align with that person's sex if doing so is contrary to the employee's religious or moral convictions. The proposed law defines ""employee"" as any individual working in any capacity at a public school, whether paid or as a volunteer, including but not limited to teachers and other school employees, school bus operators, extracurricular personnel, and independent contractors and defines ""sex"" as a person's biological sex as listed on the person's original birth certificate. The proposed law shall not shall be construed to prohibit employees from discussing matters of public concern outside the context of their official duties. Any individual aggrieved by a violation of proposed law may seek relief. Each public school governing authority shall adopt policies for proposed law implementation.",LA HB81,train,the fourteenth amendment of the constitution of the united states of america protects the right of parents to direct the care upbringing education and welfare of their children . the u.s. supreme court has said that the liberty specially protected by the due process clause does not permit state to infringe on the fundamental right of parents to make child rearing decisions simply because state judge believes better decision could be made . the u.s. supreme court has said that public employees do not retain first amendment protection for speech uttere,0.13274336283185842,0.23809523809523808,0.17045454085808381,0.011111111111111112,0.02531645569620253,0.015444011204366037,0.11504424778761062,0.20634920634920634,0.14772726813081108
section the legislature finds that the medical community has knowledge that many so called gender affirming treatments are not in the best interest of the health of the patient but rather are being promoted for the monetary gain the healthcare facilities will receive from providing those treatments and up visits after those treatments and procedures section title civil practice and remedies code is amended by adding chapter to read as follows chapter liability for gender modification procedures and treatments sec definition in this chapter gender,This bill prohibits state funding and health insurance coverage for transgender Texans of any age.        ,TX SB1029,train,section the legislature finds that the medical community has knowledge that many so called gender affirming treatments are not in the best interest of the patient but are being promoted for the monetary gain the healthcare facilities will receive from providing those treatments and up visits . section title civil practice and remedies code is amended by adding chapter to read as follows chapter liability for gender modification procedures and treatments sec definition in this chapter gender affirming procedures and treatments sec definition in this chapter gender affirming procedures and treatments sec definition in this chapter gender affirming procedures and treatments sec definition in this chapter gender,0.1875,0.05172413793103448,0.08108107769174595,0.0,0.0,0.0,0.1875,0.05172413793103448,0.08108107769174595
section in colorado revised statutes add as follows extracurricular and interscholastic athletic activities fairness definition any interscholastic intramural or club athletic team sport or athletic event that is sponsored or sanctioned by public school school district or activities association or organization must be designated as one of the following based on the biological sex at birth of the participating students females women or girls ii males menor boys or coeducational or mixed only female students based on their biological sex may participate on any team or in sport or athletic event designated as being for females women or girls only male students based on their biological sex may participate on any team or in sport or athletic event designated as being for males menor boys ca governmental entity shall not investigate complaint or take any adverse action against public school school district or activities association or organization or any employee or governing board member of the school school district or association or organization for compliance with this subsection if student suffers director indirect harm as result of violation of subsection of this section the student has private cause of action for injunctive man dam us and declaratory relief against the public school school district or activities association or organization that caused the harm if student is subjected to retaliation or other adverse action by public school school district or activities association or organization as result of reporting violation of subsection of this section to an employee or representative of the school school district activities association or organization or to state or federal governmental entity having oversight authority that student has private cause of action for injunctive man dam us and declaratory relief against the school school district or activities association or organization bif public school or school district suffers any direct or indirect harm as result of violation of subsection of this section that school or school district has private cause of action for injunctive man dam us and declaratory relief against the governmental entity licensing or accrediting organization or activities association or organization that caused the harm ca governmental entity school or school district is not liable to any student for its compliance with subsection of this section civil action pursuant to subsection or of this section must be initiated within two years from the date the alleged harm occurred party prevailing on claim brought pursuant to subsection or of this section is entitled to reasonable attorney fees and costs the failure to comply with subsection of this section is waiver of sovereign immunity for the civil actions authorized in subsection or of this section for any lawsuit brought or any complaint filed against public school or school district or an employee or member of public school or school district as result of compliance with subsection of this section the attorney general shall provide legal representation at no cost to that entity or individual in addition to the expenses of representation the states hall assume financial responsibility for any other expense related to the lawsuit or complaint incurred by public school or school district an employee of the school or school district or member of the association or organization including any award for attorney fees and costs for which that entity or individual would be otherwise responsible for purposes of this section biological sex means either the female or male sex listed on the students official birth certificate if the certificate was issued at or near the time of the students birth section in colorado revised statutes add as follows extracurricular and interscholastic athletic activities fairness definition any intercollegiate intramural or club athletic team sport or athletic event that is sponsored or sanctioned by an institution of higher education that receives public money from the state must be designated as one of the following based on the biological sex at birth of the participating students females or women ii,"The bill requires any intercollegiate, interscholastic, intramural, or club athletic team, sport, or athletic event to be designated as one of the following, based on the biological sex at birth of the participating students: Male, female, or coeducational. Male and female athletes may only participate on teams designated to their respective sexes. The bill prohibits a governmental entity from investigating a complaint or taking any adverse action against a public school, school district, activities association or organization, institution of higher education, or any employee or governing board member for complying with the bill. The bill creates a cause of action for a student, school, or institution that suffers harm as a result of noncompliance with the bill. There is also a cause of action for a student who suffers retaliation for reporting violations of the bill. The statutes of limitations for the causes of action are 2 years and a prevailing party is entitled to reasonable attorney fees. The attorney general is required to provide legal representation to a school, school district, association, or institution of higher education that is sued for complying with the bill.",CO HB23-1098,train,section in colorado revised statutes add as follows extracurricular and interscholastic athletic activities fairness definition any intercollegiate intramural or club athletic team sport or athletic event that is sponsored or sanctioned by an institution of higher education must be designated as one of the following based on the biological sex at birth of the participating students . only male students based on their biological sex may participate on any team or in sport or athletic event designated as being for females women or girls only male students based on their,0.2897196261682243,0.543859649122807,0.378048775952558,0.13580246913580246,0.2894736842105263,0.1848739452326814,0.2803738317757009,0.5263157894736842,0.36585365400133857
section article chapter title of the sc code is amended by adding section for the purposes of this section biological sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth without regard to an individuals psychological chosen or subjective experience of gender gender means the psychological behavioral social and cultural aspects of being male or female gender transition means the process in which person goes from identifying with and living as gender that corresponds to the persons biological sex to identifying with and living as gender different from the persons biological sex and may involve social legal or physical changes irreversible gender reassignment surgery means medical procedure performed for the purpose of assisting an individual with gender transition including but not limited to penectomy orchiectomy vaginoplasty clitoroplasty orvulvoplasty for biologically male patients or hysterectomy or ovariectomy for biologically female patients metoidioplasty phalloplasty vaginectomy scrotoplasty or implantation of erection or testicular prostheses for biologically female patients and augmentation mammoplasty for biologically male patients and subcutaneous mastectomy for female patients ba physician may not provide irreversible reassignment surgery to minorca physician may not prescribe or administer puberty blocking medication to stop or delay normal puberty supra ph sio logic doses of testosterone or other androgens to females or supra ph sio logic doses of estrogen to males for the purpose of attempting to alter the appearance of sr km do cx or affirm the minors perception of his gender if that appearance or perception is inconsistent with the minors biological sex da physician may provide to minor services to minor born with medically verifiable disorder of sex development including but not limited to an individual with external biological sex characteristics that are ir reso lv ably ambiguous services provided when physician has otherwise diagnosed disorder of sexual development and has determined through genetic or biochemical testing that the individual does not have normal sex chromosome structure sex steroid hormone production or sex steroid hormone action treatment for an infection injury disease or disorder that has been caused or exacerbated by the performance of gender transition procedure whether or not the gender transition procedure was performed in accordance with state or federal law and any procedure undertaken because the minor suffers from physical disorder physical injury or physical illness that would place the individual in imminent danger of death or the impairment of major bodily function unless surgery is performed section this act takes effect upon approval by the governor xxs km do cx,"THIS BILL PROHIBITS PHYSICIANS FROM PERFORMING GENDER REASSIGNMENT SURGERY ON MINORS, AND TO PROHIBIT PHYSICIANS FROM PRESCRIBING OR ADMINISTERING CERTAIN SUBSTANCES FOR THE PURPOSE OF ATTEMPTING TO ALTER THE APPEARANCE OF OR AFFIRM THE MINOR'S PERCEPTION OF HIS GENDER IF THAT APPEARANCE OR PERCEPTION IS INCONSISTENT WITH THE MINOR'S BIOLOGICAL SEX.",SC S243,train,sc code is amended by adding section for the purposes of this section biological sex means the biological indication of male and female in the context of reproductive potential or capacity such as sex chromosomes naturally occurring sex hormones gonads and non ambiguous internal and external genitalia present at birth . the process in which person goes from identifying with and living as gender corresponds to the persons biological sex to identifying with and living as gender different from the persons biological sex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
section this act maybe cited as the defense of childrens innocence act section article chapter title of the sc code is amended by adding section any business where drag shows are held is deemed to be asexually oriented business for all local ordinances relating to asexually oriented business local government must enforce such ordinances against business that holds drag shows in the same manner asset forth in the ordinance no minor may attend or view drag show performance for purposes of this section drag show means performance in which performer exhibits gender identity that is different than the performers gender assigned at birth using clothing makeup or other physical markers and sing slip syncs dances or otherwise performs before an audience for entertainment and is intended to provide sexual stimulation or sexual gratification which are distinguished or characterized by an emphasis on matter depicting describing or relating to nudity or state of nudity semi nudity or state of semi nudity specific sexual acts or specific anatomical areas nudity or state of nudity means the appearance of bare human buttocks male genitals female genitals or female breasts or the use of opaque material that gives the appearance of less than completely or opaquely covered human buttocks male genitals female genitals or female breasts semi nudity or state of semi nudity means state of dress in which clothing or opaque material that gives the appearance of less than completely or opaquely covered human buttocks male genitals female genitals or female breasts covers no more than the genitals pubic region areola of lc do cx the female breast and those portions of the body covered by supporting straps and devices specified anatomical areas means less than completely and opaquely covered human genitals pubic region buttocks anus or female breast areola orb human male genitals in discern bly turgid state even if completely and opaquely covered specified sexual activities includes the fondling or other erotic touching of human genitals pubic region buttocks anus or female breast sbs exacts normal or perverted actual or simulated including intercourse oral copulation or sodomy masturbation actual or simulated or human genitals in state of sexual stimulation or arousal ore the fondling erotic touching or other such contact with an animal by human being orf excretory functions as part of or in connection with any of the activities set forth in sub items through section no state agency political subdivision including school districts or any entity that is supported in whole or in part by public funds may use any public funds to host or provide drag show if any such institution whose funding is commingled hosts or provides for drag show the expenditures of the drag show are deemed to be from public funds if any such institution violates the provision of this section then the appropriate official in charge of disbursing public funds must cease disbursing funds to the offending institution for purposes of this section drag show has the same meaning as provided in section section section of the sc code is amended to read section person commits the offense of disseminating harmful material to minors if knowing the character or content of the material he sells furnishes presents or distributes to minor material that is harmful to minors or allows minor to review or peruse material that is harmful to minors person does not commit an offense under this subsection when he employs minor to work in theater if the minors parent or guardian consents to the employment and if the minor is not allowed in the viewing area when material harmful to minors is show nba person commits the offense of exhibiting harmful performance to minor if with or without consideration and knowing the character or content of the performance he allows minor to view alive performance which is harmful to minors for purposes of this subsection allowing minor to view drag show as,"THIS BILL ENACTS THE ""DEFENSE OF CHILDREN'S INNOCENCE ACT"" TO PROVIDE THAT ANY BUSINESS WHERE DRAG SHOWS ARE HELD IS DEEMED TO BE A SEXUALLY ORIENTED BUSINESS FOR ALL LOCAL ORDINANCES RELATING TO A SEXUALLY ORIENTED BUSINESS. THE BILL PROHIBITS A STATE AGENCY, POLITICAL SUBDIVISION, AND ANY ENTITY THAT IS SUPPORTED IN WHOLE OR IN PART BY PUBLIC FUNDS FROM USING ANY PUBLIC FUNDS TO HOST OR PROVIDE A DRAG SHOW. RELATING TO DISSEMINATING HARMFUL MATERIALS TO MINORS, THIS BILL INCLUDES THE OFFENSE OF ALLOWING A MINOR TO VIEW A DRAG SHOW.",SC H3616,train,section section of the sc code is amended to read section . any business where drag shows are held is deemed to be asexually oriented business . local government must enforce such ordinances against business that holds drag shows in the same manner asset forth in the ordinance no minor may attend or view drag show performance .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lb lb section sections to of this acts hall be known and maybe cited as the sports and spaces act sec for purposes of the sports and spaces act biological female means person who was born with female anatomy with two chromosomes in her cells biological male means person who was born with male anatomy with andy chromosomes in his cells and school means any public private denominational and parochial school offering instruction in elementary or highschool grades sec schools hall designate each group bathroom and locker room within such school building as either for use by biological females or for use by biological males except as provided in subsection of this section no school shall allow biological male to use restroom facility designated for use by biological females allow biological female to use restroom facility designated for use by biological males callow biological male to enter or use locker room designated for or being used at such time by one or more biological females or allow biological female to enter or use locker room designated for or being used at such time by one or more biological males subject to the policy of the school biological male coach trainer or other authorized individual or school employee may enter locker room designated for or being used at such time by one or more biological females and ba biological female coach trainer or other authorized individual or school employee may enter locker room designated for or being used at such time by one or more biological males school or any official of schools hall not retaliate against lb lb any person for reporting violation of this section or related rules regulations or policies student aggrieved by violation of this section may bring civil cause of action against the school committing such violation plaintiff who prevails in such action maybe entitled to injunctive relief as maybe appropriate actual damages and reasonable attorneys fees sec an interscholastic or intramural athletic team or sport that is sponsored by schools hall be expressly designated as one of the following based on biological sex males menor boys females women or girls or coed or mixed an athletic team or sport designated for females women or girls shall not be open to biological male student ban athletic team or sport designated for males menor boys shall not be open to biological female student unless there is no female team available for such sport for such biological female student nothing in this sections hall be construed to restrict the eligibility of any student to participate in any interscholastic or intramural athletic teams or sports designated as coed or mixed sec no government entity any licensing or accrediting organization or any athletic association or organizations hall entertain complaint open an investigation or take any other adverse action against school for maintaining separate interscholastic or intramural athletic teams or sports for biological female students sec any student who is deprived of an athletic opportunity or suffers any director indirect harm as result of public school knowingly violating the sports and spaces acts hall have private cause of action for injunctive relief damages and any other remedy available by law against the school lb lb any student who is subject to retaliation or other adverse action by school or athletic association or organization as result of reporting violation of the sports and spaces act to an employee or representative of the school or athletic association or organization or to any state or federal agency with oversight of schools in this state shall have private cause of action for injunctive relief damages and any other remedy available under law against the school or athletic association or organization any school that suffers any director indirect harm as result of violation of the sports and spaces acts hall have private cause of action for injunctive relief damages and any other remedy available under law,This bill adopts the Sports and Spaces Act which designates each group bathroom and locker room in a school building to only be used by biological females or biological males.,NE LB575,train,lb lb section sections to this acts hall be known and maybe cited as the sports and spaces act sec for purposes of the sports and spaces act biological female means person who was born with male anatomy with andy chromosomes in his cells . school means any public private denominational and parochial school offering instruction in elementary or highschool grades sec schools hall designate each group bathroom and locker room within such school building as either for use by biological females or for use by biological males .,0.6071428571428571,0.2698412698412698,0.37362636936601856,0.3448275862068966,0.12658227848101267,0.1851851812568588,0.5,0.2222222222222222,0.3076923034319527
